FDID,Fire Dept Name,HQ Addr1,HQ Addr2,HQ City,County,HQ State,HQ Zip,Mail Addr1,Mail Addr2,Mail PO Box,Mail City,Mail State,Mail Zip,Website,Number Of Stations,Dept Type,Organization Type,Active Firefighters - Career,Active Firefighters - Volunteer,Active Firefighters - Paid per Call,Non-Firefighting - Civilian,Non-Firefighting - Volunteer,Station Name,Station PO Box,Station Addr1,Station Addr2,Station City,Station State,Station Zip
"03006","Amador Fire Protection District","810 Court ST","","Jackson","AMADOR                   ","CA","95642-2132","810 Court ST","","","Jackson","CA","95642-2132","","7","Mostly Volunteer","Local (includes career, combination, and volunteer)","23","50","0","4","0","Station 121","","16850 Demartini RD","","Plymouth","CA","95669-9713"
"03006","Amador Fire Protection District","810 Court ST","","Jackson","AMADOR                   ","CA","95642-2132","810 Court ST","","","Jackson","CA","95642-2132","","7","Mostly Volunteer","Local (includes career, combination, and volunteer)","23","50","0","4","0","Station 112","","23770 Van de Hei Ranch RD","","Pioneer","CA","95666"
"03006","Amador Fire Protection District","810 Court ST","","Jackson","AMADOR                   ","CA","95642-2132","810 Court ST","","","Jackson","CA","95642-2132","","7","Mostly Volunteer","Local (includes career, combination, and volunteer)","23","50","0","4","0","Station 115","","18655 Ridge RD","","Pine Grove","CA","95665-9498"
"03006","Amador Fire Protection District","810 Court ST","","Jackson","AMADOR                   ","CA","95642-2132","810 Court ST","","","Jackson","CA","95642-2132","","7","Mostly Volunteer","Local (includes career, combination, and volunteer)","23","50","0","4","0","Station 114","","19840 Highway 88","","Pine Grove","CA","95665"
"03006","Amador Fire Protection District","810 Court ST","","Jackson","AMADOR                   ","CA","95642-2132","810 Court ST","","","Jackson","CA","95642-2132","","7","Mostly Volunteer","Local (includes career, combination, and volunteer)","23","50","0","4","0","Station 122","","18534 Sherwood ST","","Plymouth","CA","95669"
"03006","Amador Fire Protection District","810 Court ST","","Jackson","AMADOR                   ","CA","95642-2132","810 Court ST","","","Jackson","CA","95642-2132","","7","Mostly Volunteer","Local (includes career, combination, and volunteer)","23","50","0","4","0","Station 111","","26517 Meadow DR","","Pioneer","CA","95666"
"03006","Amador Fire Protection District","810 Court ST","","Jackson","AMADOR                   ","CA","95642-2132","810 Court ST","","","Jackson","CA","95642-2132","","7","Mostly Volunteer","Local (includes career, combination, and volunteer)","23","50","0","4","0","Station 123","","14410 Jibboom ST","","Fiddletown","CA","95629"
"00701","Amelia County Volunteer Fire Department","8950 Otterburn RD","","Amelia Court House","AMELIA                   ","VA","23002","","","PO Box 307","Amelia Court House","VA","23002-0307","https://www.ameliavfd.com","5","Volunteer","Local (includes career, combination, and volunteer)","0","125","0","0","0","Paineville Volunteer Fire Department","","12151 Fowkles Bridge RD","","Amelia Court House","VA","23002"
"00701","Amelia County Volunteer Fire Department","8950 Otterburn RD","","Amelia Court House","AMELIA                   ","VA","23002","","","PO Box 307","Amelia Court House","VA","23002-0307","https://www.ameliavfd.com","5","Volunteer","Local (includes career, combination, and volunteer)","0","125","0","0","0","Mattoax Volunteer Fire Department","","12201 Genito RD","","Amelia Court House","VA","23002"
"00701","Amelia County Volunteer Fire Department","8950 Otterburn RD","","Amelia Court House","AMELIA                   ","VA","23002","","","PO Box 307","Amelia Court House","VA","23002-0307","https://www.ameliavfd.com","5","Volunteer","Local (includes career, combination, and volunteer)","0","125","0","0","0","Mannboro Volunteer Fire Department","","8641 Namozine RD","","Amelia Court House","VA","23002"
"00701","Amelia County Volunteer Fire Department","8950 Otterburn RD","","Amelia Court House","AMELIA                   ","VA","23002","","","PO Box 307","Amelia Court House","VA","23002-0307","https://www.ameliavfd.com","5","Volunteer","Local (includes career, combination, and volunteer)","0","125","0","0","0","Jetersville Volunteer Fire Department","","21575 Jetersville Road","","Jetersville","VA","23083"
"02300","American Township Fire Department","105 W Main ST","","Elida","ALLEN                    ","OH","45807-1050","105 W Main ST","","","Elida","OH","45807","","2","Mostly Career","Local (includes career, combination, and volunteer)","26","10","0","0","0","Edgewood Fire Department Station 2","","2110 Edgewood DR","","Lima","OH","45805-1147"
"50180","Amherst Fire Department","177 Amherst ST","PO Box 1199","Amherst","HILLSBOROUGH             ","NH","03031","","","PO Box 1199","Amherst","NH","03031-1199","https://amherstnh.gov/emergency-services/fire-department/","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","3","0","38","0","0","Amherst Fire Department South Station","","62 Stearns RD","","Amherst","NH","03031"
"AN305","Anderson County Rural Fire Department","14296 SE Oregon RD","","Kincaid","ANDERSON                 ","KS","66039","14296 SE Oregon RD","","","Kincaid","KS","66039","","2","Volunteer","Local (includes career, combination, and volunteer)","0","16","0","0","0","Lone Elm Fire Station","","310 Second ST","","Lone Elm","KS","66039"
"01153","Anderson County Volunteer Fire Department- Marlow Unit","1019 Oliver Springs HWY","","Clinton","ANDERSON                 ","TN","37716-5365","1019 Oliver Springs Hwy","","","Clinton","TN","37716-5365","https://www.marlowfire.org/","2","Volunteer","Local (includes career, combination, and volunteer)","0","20","0","0","6","Donovan Station","","1165 Dutch Valley RD","","Clinton","TN","37716"
"31101","Anderson Township Fire & Rescue Department Station 10","7850 Five Mile RD","","Anderson Township","HAMILTON                 ","OH","45230","7850 Five Mile RD","","","Anderson Township","OH","45230-2356","https://www.andersontownship.org/departments/fire-and-rescue.aspx","4","Career","Local (includes career, combination, and volunteer)","66","0","0","1","0","Anderson Township Fire & Rescue Department Station 6","","7954 Beechmont AVE","","Cincinnati","OH","45255-3143"
"31101","Anderson Township Fire & Rescue Department Station 10","7850 Five Mile RD","","Anderson Township","HAMILTON                 ","OH","45230","7850 Five Mile RD","","","Anderson Township","OH","45230-2356","https://www.andersontownship.org/departments/fire-and-rescue.aspx","4","Career","Local (includes career, combination, and volunteer)","66","0","0","1","0","Anderson Township Fire & Rescue Department Station 100","","8330 Broadwell RD","","Cincinnati","OH","45244-1610"
"31101","Anderson Township Fire & Rescue Department Station 10","7850 Five Mile RD","","Anderson Township","HAMILTON                 ","OH","45230","7850 Five Mile RD","","","Anderson Township","OH","45230-2356","https://www.andersontownship.org/departments/fire-and-rescue.aspx","4","Career","Local (includes career, combination, and volunteer)","66","0","0","1","0","Anderson Township Fire & Rescue Department Station 101","","6880 Hunley RD","","Cincinnati","OH","45244"
"09009","Andover Fire Rescue","32 N Main ST","","Andover","ESSEX                    ","MA","01810-3513","32 N Main ST","","","Andover","MA","01810-3513","","3","Career","Local (includes career, combination, and volunteer)","70","0","0","2","0","West Fire Station","","200 Greenwood RD","","Andover","MA","01810"
"09009","Andover Fire Rescue","32 N Main ST","","Andover","ESSEX                    ","MA","01810-3513","32 N Main ST","","","Andover","MA","01810-3513","","3","Career","Local (includes career, combination, and volunteer)","70","0","0","2","0","Ballardvale Fire Station","","Andover Street @ Clark Road","","Andover","MA","01810"
"05010","Angels Camp Volunteer Fire Department","1404 Highway 4","PO Box 457","Angels Camp","CALAVERAS                ","CA","95222-0457","","","PO Box 457","Angels Camp","CA","95222-0457","","2","Volunteer","Local (includes career, combination, and volunteer)","0","17","0","0","12","Actaville","","200 Monte Vende ST","","Angels Camp","CA","95222-0457"
"77003","Ankeny Fire Department","120 NW Ash DR","","Ankeny","POLK                     ","IA","50023-1554","120 NW Ash DR","","","Ankeny","IA","50023-1554","https://www.ci.ankeny.ia.us/Index.aspx?page=71","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","25","0","50","3","0","Station #2","","665 SE Oralabor RD","","Ankeny","IA","50021"
"08102","Ann Arbor Township Fire Department","4319 Goss RD","","Ann Arbor","WASHTENAW                ","MI","48105","4319 Goss RD","","","Ann Arbor","MI","48105","https://www.aatfd.org/","2","Mostly Volunteer","Local (includes career, combination, and volunteer)","7","0","23","0","0","Ann Arbor Township Fire Department","","3792 Pontiac TRL","","Ann Arbor","MI","48105"
"SP502","Annaville Volunteer Fire Department","11551 Leopard ST","","Corpus Christi","NUECES                   ","TX","78410-3415","11551 Leopard ST","","","Corpus Christi","TX","78410-3415","https://www.annavillevfd.com/","3","Mostly Volunteer","Local (includes career, combination, and volunteer)","1","30","0","0","0","Station 2","","5242 County RD 73","","Robstown","TX","78380"
"SP502","Annaville Volunteer Fire Department","11551 Leopard ST","","Corpus Christi","NUECES                   ","TX","78410-3415","11551 Leopard ST","","","Corpus Christi","TX","78410-3415","https://www.annavillevfd.com/","3","Mostly Volunteer","Local (includes career, combination, and volunteer)","1","30","0","0","0","Station 3","","3879 County RD 61","","Robstown","TX","78380"
"24000","Anne Arundel County Fire Department","8501 Veterans HWY","","Millersville","ANNE ARUNDEL             ","MD","21108","8501 Veterans HWY","","","Millersville","MD","21108-2509","https://www.aacounty.org/Fire/index.cfm","31","Mostly Career","Local (includes career, combination, and volunteer)","817","427","0","37","680","Arnold Volunteer Fire Department","","1505 Ritchie HWY","","Arnold","MD","21012-2721"
"24000","Anne Arundel County Fire Department","8501 Veterans HWY","","Millersville","ANNE ARUNDEL             ","MD","21108","8501 Veterans HWY","","","Millersville","MD","21108-2509","https://www.aacounty.org/Fire/index.cfm","31","Mostly Career","Local (includes career, combination, and volunteer)","817","427","0","37","680","Harmans Dorsey Fire Station","","1367 Dorsey RD","","Hanover","MD","21076-1454"
"24000","Anne Arundel County Fire Department","8501 Veterans HWY","","Millersville","ANNE ARUNDEL             ","MD","21108","8501 Veterans HWY","","","Millersville","MD","21108-2509","https://www.aacounty.org/Fire/index.cfm","31","Mostly Career","Local (includes career, combination, and volunteer)","817","427","0","37","680","Woodland Beach Volunteer Fire Department","","529 Londontown RD","","Edgewater","MD","21037-2004"
"24000","Anne Arundel County Fire Department","8501 Veterans HWY","","Millersville","ANNE ARUNDEL             ","MD","21108","8501 Veterans HWY","","","Millersville","MD","21108-2509","https://www.aacounty.org/Fire/index.cfm","31","Mostly Career","Local (includes career, combination, and volunteer)","817","427","0","37","680","Lake Shore Volunteer Fire Company","","4496 Mountain RD","","Pasadena","MD","21122-4565"
"24000","Anne Arundel County Fire Department","8501 Veterans HWY","","Millersville","ANNE ARUNDEL             ","MD","21108","8501 Veterans HWY","","","Millersville","MD","21108-2509","https://www.aacounty.org/Fire/index.cfm","31","Mostly Career","Local (includes career, combination, and volunteer)","817","427","0","37","680","South Glen Burnie Fire Station","","7880 Crain HWY S","","Glen Burnie","MD","21061-5568"
"24000","Anne Arundel County Fire Department","8501 Veterans HWY","","Millersville","ANNE ARUNDEL             ","MD","21108","8501 Veterans HWY","","","Millersville","MD","21108-2509","https://www.aacounty.org/Fire/index.cfm","31","Mostly Career","Local (includes career, combination, and volunteer)","817","427","0","37","680","Maryland City Volunteer Fire Department and Rescue Squad","","3498 Laurel Fort Meade RD","","Laurel","MD","20724-2034"
"24000","Anne Arundel County Fire Department","8501 Veterans HWY","","Millersville","ANNE ARUNDEL             ","MD","21108","8501 Veterans HWY","","","Millersville","MD","21108-2509","https://www.aacounty.org/Fire/index.cfm","31","Mostly Career","Local (includes career, combination, and volunteer)","817","427","0","37","680","Deale Volunteer Fire Department and Rescue Squad","","6007 Drum Point RD","","Deale","MD","20751-9704"
"24000","Anne Arundel County Fire Department","8501 Veterans HWY","","Millersville","ANNE ARUNDEL             ","MD","21108","8501 Veterans HWY","","","Millersville","MD","21108-2509","https://www.aacounty.org/Fire/index.cfm","31","Mostly Career","Local (includes career, combination, and volunteer)","817","427","0","37","680","Riva Volunteer Fire Department","","3123 Riva RD","","Riva","MD","21140-1301"
"24000","Anne Arundel County Fire Department","8501 Veterans HWY","","Millersville","ANNE ARUNDEL             ","MD","21108","8501 Veterans HWY","","","Millersville","MD","21108-2509","https://www.aacounty.org/Fire/index.cfm","31","Mostly Career","Local (includes career, combination, and volunteer)","817","427","0","37","680","West Annapolis Fire and Improvement Company","","121 Jennifer RD","","Annapolis","MD","21401-3043"
"24000","Anne Arundel County Fire Department","8501 Veterans HWY","","Millersville","ANNE ARUNDEL             ","MD","21108","8501 Veterans HWY","","","Millersville","MD","21108-2509","https://www.aacounty.org/Fire/index.cfm","31","Mostly Career","Local (includes career, combination, and volunteer)","817","427","0","37","680","Cape St. Claire Volunteer Fire Company","","1411 Cape ST Claire RD","","Annapolis","MD","21409-5621"
"24000","Anne Arundel County Fire Department","8501 Veterans HWY","","Millersville","ANNE ARUNDEL             ","MD","21108","8501 Veterans HWY","","","Millersville","MD","21108-2509","https://www.aacounty.org/Fire/index.cfm","31","Mostly Career","Local (includes career, combination, and volunteer)","817","427","0","37","680","Arundel Volunteer Fire Department","","2380 Davidsonville RD","","Gambrills","MD","21054-1922"
"24000","Anne Arundel County Fire Department","8501 Veterans HWY","","Millersville","ANNE ARUNDEL             ","MD","21108","8501 Veterans HWY","","","Millersville","MD","21108-2509","https://www.aacounty.org/Fire/index.cfm","31","Mostly Career","Local (includes career, combination, and volunteer)","817","427","0","37","680","Harwood Lothian Fire Station","","5165 Solomons Island RD","","Lothian","MD","20711-9701"
